Federal School ID,Entity Type,Street Address,Year Round Yes/No,Public Yes/No,Administrator Name,Administrator Phone,Administrator Phone Ext.,Administrator Email,Virtual Instruction Type,School,Street City
02064,Intermediate/Middle Schools (Public),15100 Giordano St.,N,Y,David Nieto,(626) 933-5002,No Data,dnieto@hlpusd.k12.ca.us,Not Virtual,Sparks Middle,La Puente
02065,Elementary Schools (Public),800 North Tonopah Ave.,N,Y,Rosette Holmes,(626) 933-3201,No Data,rholmes@hlpusd.k12.ca.us,Not Virtual,Sunset Elementary,La Puente
02067,Elementary Schools (Public),635 California Ave.,N,Y,Mary Castner,No Data,No Data,mcastner@hlpusd.k12.ca.us,Not Virtual,Temple Academy,La Puente
No Data,Elementary Schools (Public),320 N. Willow Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Willow Elementary,La Puente
02075,Elementary Schools (Public),16000 Workman St.,N,Y,Erika Valenzuela,(626) 933-4102,No Data,erivalenzuela@hlpusd.k12.ca.us,Not Virtual,Workman Elementary,La Puente
02044,Elementary Schools (Public),795 North Grandview Ln.,N,Y,David Purcey,(626) 934-4900,No Data,dpurcey@hlpusd.k12.ca.us,No Data,Grandview Elementary,Valinda
11364,Intermediate/Middle Schools (Public),795 North Grandview Ln.,N,Y,Theresa Lei,(626) 933-4902,No Data,ttsao@hlpusd.k12.ca.us,Not Virtual,"Grandview, College Preparatory Academy",Valinda
02073,Elementary Schools (Public),16605 Wing Ln.,N,Y,Tabitha Hernandez-Blanton,(626) 933-5902,No Data,thernandez@hlpusd.k12.ca.us,Not Virtual,Wing Lane Elementary,Valinda
02070,Elementary Schools (Public),16949 Wedgeworth Dr.,N,Y,Paulina Cho,(626) 933-8102,No Data,pcho@hlpusd.k12.ca.us,Not Virtual,Wedgeworth Elementary,Hacienda Heights
02068,Elementary Schools (Public),1030 Indian Summer Ave.,N,Y,Elizabeth Bermejo,(626) 933-4702,No Data,ebermejo@hlpusd.k12.ca.us,Not Virtual,Valinda School of Academics,Valinda
02066,Special Education Schools (Public),800 North Tonopah Ave.,N,Y,Rosette Holmes,(626) 933-3201,No Data,rholmes@hlpusd.k12.ca.us,Not Virtual,Sunset,La Puente
No Data,Kindergartens (Private),Information Redacted,N,N,Ismat Arastu,No Data,No Data,iarastu@yahoo.com,No Data,Montessori Academy of La Puente,La Puente
No Data,Elementary School (Private),Information Redacted,N,N,Anthony Dockery,No Data,No Data,tdockery@stsbc.org,No Data,St. Stephen Academy,La Puente
No Data,K-12 Schools (Private),Information Redacted,N,N,jollen gibbs,No Data,No Data,jocoupon@yahoo.com,No Data,Bright Academy,la habra heights
No Data,K-12 Schools (Private),Information Redacted,N,N,Karina Cervantez,No Data,No Data,Karina@MyOnlineAcademy.com,No Data,CASTLETON SCHOOL,City of Industry
No Data,High Schools (Private),17800 Castleton St. Ste. 685,N,N,Yanjun Wang,No Data,No Data,andrew@myonlineacademy.com,No Data,DEWAY SCHOOL,City of Industry
No Data,K-12 Schools (Private),15766 Fairgrove Ave,N,N,Nan Xu,No Data,No Data,wfylainfo@gmail.com,No Data,Sunshine Boarding School,La Puente
No Data,K-12 Schools (Private),Information Redacted,N,N,Regina Noriega,No Data,No Data,No Data,No Data,Calvary Christian Academy,La Puente
No Data,Elementary School (Private),Information Redacted,N,N,Gary Landon,No Data,No Data,sunsetwesleyan2003@yahoo.com,No Data,Sunset Christian School,La Puente
No Data,Elementary School (Private),15650 East Temple Ave.,N,N,Roger Ranney,No Data,No Data,rranney@st-josephschool-lp.org,No Data,St. Joseph Elementary,La Puente
No Data,Elementary School (Private),2323 Las lomitas Dr.,N,N,Monica Gerardo,(626) 968-0428,No Data,mgerardo@stmarks.ws,No Data,St. Mark's Lutheran Elementary,Hacienda Heights
No Data,Elementary School (Private),Information Redacted,N,N,Gary Landon,No Data,No Data,No Data,No Data,Hacienda Christian,Hacienda Heights
No Data,Elementary School (Private),16222 East Soriano Dr.,N,N,Leah Siapin,No Data,No Data,frontoffice.mes@gmail.com,No Data,Molokan Elementary School,Hacienda Heights
No Data,Kindergartens (Private),Information Redacted,N,N,I-Pai Hsu,No Data,No Data,ucecenter@gmail.com,No Data,United Christian Education Center,Hacienda Heights
No Data,Elementary School (Private),15243 E. Nelson Ave.,N,N,Jennifer Robles,No Data,No Data,gamaltawfeek@aol.com,No Data,New Montessori School,La Puente
No Data,K-12 Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,HACIENDA HEIGHTS,HACIENDA HEIGHTS
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,DELHAVEN PRESCHOOL,La Puente
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,FAITH CHRISTIAN ACADEMY,Covina
11676,Special Education Schools (Public),17840 East Villacorta St.,N,Y,Michael Tincup,(626) 854-8342,No Data,mtincup@rowlandschools.org,Not Virtual,Rowland Assistive Technology Academy,La Puente
12477,K-12 Schools (Public),50 Moreland Rd.,N,Y,Nick Stecken,(805) 581-0202,No Data,nicstecken@iqcala.com,Exclusively Virtual,iQ Academy California-Los Angeles,Simi Valley
13361,Preschool,18550 East Farjardo St.,N,Y,Laurel Estrada,(626) 854-2228,1785,laurel.estrada@rowlandschools.org,Not Virtual,Farjardo - La Seda Preschool,Rowland Heights
13012,Elementary Schools (Public),2800 East Hollingworth St.,N,Y,Johan Schmitz,(909) 598-3661,No Data,jschmitz@rowlandschools.org,Not Virtual,Telesis Academy of Science & Math,West Covina
13733,Elementary Schools (Public),1127 Otterbein Ave.,N,Y,Warren Sata,(626) 810-4911,No Data,principal@rhcharteracademy.org,Not Virtual,Rowland Heights Charter Academy,Rowland Heights
14636,Alternative Schools of Choice,341 South La Seda Rd,N,Y,Greg Perez,(626) 965-3496,1600,gperez@rowlandschools.org,Primarily Virtual,Rowland Virtual Learning Academy,La Puente
05212,Continuation High Schools,341 South La Seda Rd.,N,Y,Gregory Perez,No Data,No Data,gperez@rowlandschools.org,Not Virtual,Santana High (Continuation),La Puente
13226,Adult Education Centers,2100 Lerona Ave.,N,Y,Rocky Bettar,No Data,No Data,rbettar@rowlandschools.org,Primarily Classroom,Rowland Adult and Community Education,Rowland Heights
05207,High Schools (Public),401 South Nogales St.,N,Y,Yousef Nasouf,(626) 965-3437,No Data,ynasouf@rowlandschools.org,Not Virtual,Nogales High,La Puente
05204,High Schools (Public),2000 South Otterbein St.,N,Y,Mitch Brunyer,(626) 965-3448,3200,rbrunyer@rowlandschools.org,Not Virtual,John A. Rowland High,Rowland Heights
05918,District Community Day Schools,1928 Nogales St.,N,Y,Mari Bordona,(626) 935-8202,No Data,mbordona@rowland.k12.ca.us,Not Virtual,Rowland Unified Community Day,Rowland Heights
05197,Intermediate/Middle Schools (Public),1901 South Desire Ave.,N,Y,Scott Cavanias,(626) 964-2358,No Data,scavanias@rowlandschools.org,Not Virtual,Alvarado Intermediate,Rowland Heights
05198,Elementary Schools (Public),2601 Blandford Dr.,N,Y,June Sakaue,(626) 965-3410,No Data,jsakaue@rowlandschools.org,Not Virtual,Blandford Elementary,Rowland Heights
05199,Elementary Schools (Public),18550 East Farjardo,N,Y,Elaine McCauley,No Data,No Data,emccauley@rowland.k12.ca.us,No Data,Farjardo Elementary,Rowland Heights
05200,Intermediate/Middle Schools (Public),3223 South Giano Ave.,N,Y,Carlos Ochoa,(626) 965-2461,5601,cochoa@rowlandschools.org,Not Virtual,Giano Intermediate,West Covina
05201,Elementary Schools (Public),3003 East Hollingworth St.,N,Y,Michael Hoon,(909) 598-3661,No Data,mhoon@rowlandschools.org,Not Virtual,Hollingworth Elementary,West Covina
05202,Elementary Schools (Public),535 South Dora Guzman Ave.,N,Y,Yesenia Alvarez,(626) 965-2429,No Data,yalvarez@rowlandschools.org,Not Virtual,Hurley Elementary,La Puente
05203,Elementary Schools (Public),1400 South Jellick Ave.,N,Y,John Staumont,(626) 964-1275,1400,jstaumont@rowlandschools.org,Not Virtual,Jellick Elementary,Rowland Heights
05205,Elementary Schools (Public),19100 East Killian St.,N,Y,Karen Magana,(626) 964-6409,1500,kmagana@rowlandschools.org,Not Virtual,Killian Elementary,Rowland Heights
05206,Elementary Schools (Public),341 South La Seda Rd.,N,Y,Gay Lynn Carnello,No Data,No Data,gcarnello@rowland.k12.ca.us,No Data,La Seda Elementary,La Puente
05208,Elementary Schools (Public),17800 East Renault,N,Y,Steve Stahl,(626) 965-2404,1704,sstahl@rowlandschools.org,Not Virtual,Northam Elementary,La Puente
05209,Intermediate/Middle Schools (Public),2800 East Hollingworth St.,N,Y,Katie Hogan,(626) 965-1696,2800,khogan@rowland.k12.ca.us,No Data,Rincon Intermediate,West Covina
05210,Elementary Schools (Public),18750 East Rorimer St.,N,Y,Celia Munguia,(626) 965-3333,No Data,cmunguia@rowlandschools.org,Not Virtual,Rorimer Elementary,La Puente
05211,Elementary Schools (Public),2036 South Fullerton Rd.,N,Y,John Martinez,(626) 964-3441,No Data,jmartinez@rowlandschools.org,Not Virtual,Rowland Elementary,Rowland Heights
05213,Elementary Schools (Public),19500 East Nacora St.,N,Y,Sarah Opatkiewicz,No Data,No Data,sopatkiewicz@rowlandschools.org,Not Virtual,Shelyn Elementary,Rowland Heights
05214,Elementary Schools (Public),17840 Villacorta St.,N,Y,George Herrera,(626) 964-2385,2190,gherrera@rowlandschools.org,Not Virtual,Villacorta Elementary,La Puente
05215,Elementary Schools (Public),1300 South Brea Canyon Cutoff Rd.,N,Y,Annette Ramirez,No Data,No Data,annettel@rowlandschools.org,Not Virtual,Ybarra Academy for the Arts and Technology,Walnut
05216,Elementary Schools (Public),502 South Vidalia St.,N,Y,Amy Grigsby,(626) 964-3486,2324,agrigsby@rowlandschools.org,Not Virtual,Yorbita Elementary,La Puente
08956,Elementary Schools (Public),19501 Shadow Oak Dr.,N,Y,Jason Garcia,(626) 810-4109,No Data,jasongarcia@rowlandschools.org,Not Virtual,Stanley G. Oswalt Academy,Walnut
No Data,Kindergartens (Private),Information Redacted,N,N,Cynthia Castillo,No Data,No Data,No Data,No Data,Fullerton Christian Preschool,Rowland Heights
No Data,Kindergartens (Private),Information Redacted,N,N,Denise Freeman,No Data,No Data,No Data,No Data,KinderCare Learning Center,West Covina
No Data,K-12 Schools (Private),Information Redacted,N,N,Ted Yeh,No Data,No Data,No Data,No Data,Rowland Heights Chinese School dba ACS,Rowland Heights
No Data,K-12 Schools (Private),18648 Del Bonita St.,N,N,Jerry Kao,No Data,No Data,jerry@mtg-la.com,No Data,Math for the Talented and Gifted,Rowland Heights
No Data,K-12 Schools (Private),Information Redacted,N,N,Glenn Duncan,No Data,No Data,gduncan@southlandscs.com,No Data,"Southlands Christian Schools, PSP",Rowland Heights
No Data,K-12 Schools (Private),"19735 Colima Rd., Ste. #2",N,N,Katherina Park,No Data,No Data,rina.park@eliteopenschool.org,No Data,Elite Open School,Rowland Heights
No Data,Elementary School (Private),Information Redacted,N,N,Serena Fan,No Data,No Data,academy@fullertonchristianschool.com,No Data,Fullerton Christian Preschool,Rowland Heights
No Data,K-12 Schools (Private),1127 Otterbein Ave,N,N,Nadia Kashuka,No Data,No Data,nadia.kashuka@qubais.org,No Data,Quba Islamic School,Rowland Heights
No Data,Elementary School (Private),2628 Fullerton Rd,N,N,WEI ZHAO,No Data,No Data,fairytalecastle07@gmail.com,No Data,Good Habit elementary school,Rowland Heights
No Data,High Schools (Private),Information Redacted,N,N,Sunny Kim,No Data,No Data,vanten_partnership@hotmail.com,No Data,Vanten Academy,Rowland Heights
No Data,K-12 Schools (Private),19811 Colima Rd. #200,N,N,yih siow,No Data,No Data,latech8@yahoo.com,No Data,Magnet Polytechnic School,Walnut
No Data,K-12 Schools (Private),18550 Farjardo St.,N,N,Grant Schmitter,No Data,No Data,gschmitter@southlandscs.com,No Data,Southlands Christian Schools,Rowland Heights
No Data,Kindergartens (Private),Information Redacted,N,N,Dana Chen,No Data,No Data,danachen168@gmail.com,No Data,Fairway Education Center,Rowland Heights
No Data,Elementary School (Private),440 North Azusa Ave.,N,N,Amelita Martinez,No Data,No Data,amartinez@stmarthaschoolval.org,No Data,St. Martha Elementary School,Valinda
No Data,Kindergartens (Private),Information Redacted,N,N,Jane Dizon,No Data,No Data,No Data,No Data,La Petite Academy,Walnut
No Data,K-12 Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,Ivy League School,Roland Heights
No Data,Ungraded Schools (Private),Information Redacted,N,N,Jack Dortignac,No Data,No Data,calvaryofrowland@gmail.com,No Data,Calvary School,Rowland Heights
No Data,Elementary School (Private),Information Redacted,N,N,Chia-Pei Chi,No Data,No Data,No Data,No Data,Rowland Christian Preschool,Rowland Heights
No Data,K-12 Schools (Private),18760 Colima Rd.,N,N,George Wang,No Data,No Data,georgew@caluprep.com,No Data,California University Preparatory School,Rowland Heights
No Data,High Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,BEAUMONT ACADEMY,La Puente
07894,High Schools (Public),21400 Pathfinder Rd.,N,Y,David Hong,(909) 594-1405,No Data,dhong@wvusd.org,Primarily Classroom,Diamond Bar High,Diamond Bar
06837,Continuation High Schools,476 South Lemon Ave.,N,Y,Ron Thibodeaux,(909) 595-1261,43413,rthibodeaux@wvusd.org,Primarily Classroom,Ron Hockwalt Academies (Continuation),Walnut
06843,High Schools (Public),400 North Pierre Rd.,N,Y,Ryan Maine,(909) 594-1333,43620,rmaine@wvusd.org,Primarily Classroom,Walnut High,Walnut
13267,Adult Education Centers,880 South Lemon Ave.,N,Y,Ron Thibodeaux,(909) 595-1261,43413,rthibodeaux@wvusd.org,Not Virtual,Walnut Valley Adult,Walnut
07161,District Community Day Schools,20816 Carrey Rd.,N,Y,Barbara Falconer,No Data,No Data,bfalconer@walnutvalley.k12.ca.us,No Data,Destiny Community Day,Walnut
06833,Elementary Schools (Public),2975 Castle Rock Rd.,N,Y,Elizabeth Chang,(909) 598-5006,No Data,echang@wvusd.org,Not Virtual,Castle Rock Elementary,Diamond Bar
06835,Elementary Schools (Public),20725 East Collegewood Dr.,N,Y,Rochelle Wolf,No Data,No Data,rwolf@wvusd.org,Not Virtual,Collegewood Elementary,Walnut Valley
06838,Elementary Schools (Public),2450 South Evergreen Springs,N,Y,Gabriel Cardenas,No Data,No Data,gcardenas@wvusd.org,Not Virtual,Evergreen Elementary,Diamond Bar
06840,Intermediate/Middle Schools (Public),525 Suzanne Rd.,N,Y,Amy Smith,(909) 594-1657,55202,asmith@wvusd.org,Not Virtual,Suzanne Middle,Walnut
06841,Elementary Schools (Public),20222 Vejar Rd.,N,Y,Whitney Kosloski,(909) 594-1434,38144,wkosloski@wvusd.org,Not Virtual,Vejar Elementary,Walnut
06842,Elementary Schools (Public),841 South Glenwick,N,Y,Robert Chang,(909) 594-1820,32250,rchang@wvusd.org,Not Virtual,Walnut Elementary,Walnut
06836,Elementary Schools (Public),19875 East Calle Baja,N,Y,Jennifer Veneracion,(909) 594-0053,No Data,jveneracion@wvusd.org,Not Virtual,Cyrus J. Morris Elementary,Walnut
06834,Intermediate/Middle Schools (Public),1405 South Spruce Tree Dr.,N,Y,Robby Jung,(909) 861-6227,44505,rjung@wvusd.org,Not Virtual,Chaparral Middle,Diamond Bar
06839,Elementary Schools (Public),1350 Maple Hill Rd.,N,Y,Kimberly McNeil,(909) 861-6224,51110,kmcneil@wvusd.org,Not Virtual,Maple Hill Elementary,Diamond Bar
09205,Elementary Schools (Public),23330 East Quail Summit Dr.,N,Y,Nicole Hernandez,No Data,No Data,nhernandez@wvusd.org,Not Virtual,Quail Summit Elementary,Diamond Bar
09653,Elementary Schools (Public),1323 Country Hollow,N,Y,Rosa Northcott,No Data,No Data,rnorthcott@wvusd.org,Not Virtual,Leonard G. Westhoff Elementary,Walnut
09654,Intermediate/Middle Schools (Public),20671 Larkstone Dr.,N,Y,Matthew Brummett,(909) 595-8171,No Data,mbrummett@wvusd.org,Not Virtual,South Pointe Middle,Walnut
No Data,Elementary School (Private),Information Redacted,N,N,Olivia Hidayat,No Data,No Data,No Data,No Data,School-Connection,Diamond Bar
No Data,Elementary School (Private),Information Redacted,N,N,Denny Lo,No Data,No Data,No Data,No Data,School-Connection,Walnut
No Data,Elementary School (Private),1920 S. Brea Canyon Cutoff Rd.,N,N,Joy Zhao,No Data,No Data,joy.zhao@tzuchi.us,No Data,Tzu Chi Elementary School - Walnut,Walnut
No Data,K-12 Schools (Private),1009 Via Sorella,N,N,Abdulrahman Hachache,No Data,No Data,ahachache@instituteofknowledge.com,No Data,Institute of Knowledge,Diamond Bar
No Data,Elementary School (Private),20525 VALLEY BLVD.,N,N,CHRIS CHAI,No Data,No Data,topkids.info@gmail.com,No Data,ALLAIS SCHOOL,WALNUT
No Data,Elementary School (Private),Information Redacted,N,N,Norma Moreno,No Data,No Data,norma_moreno@tzuchi.us,No Data,Tzu Chi Elementary School,Walnut
No Data,Elementary School (Private),20781 AMAR Rd. UNIT 7,N,N,Connie Sun,No Data,No Data,conniesun58@gmail.com,No Data,Learning Tree Walnut Education Center,WALNUT
No Data,Elementary School (Private),Information Redacted,N,N,Esther Chen,No Data,No Data,esthertao@vineyardofharvest.org,No Data,Bright Hope Education Center,Walnut.
No Data,K-12 Schools (Private),Information Redacted,N,N,Trinidad Vazquez,No Data,No Data,mygallaget@gmail.com,No Data,Academy of Critically Thinking Youth,Diamond Bar
No Data,Elementary School (Private),23377 Golden Springs Dr.,N,N,Christine Quintero,No Data,No Data,christine@limaimontessori.com,No Data,LiMai Montessori Academy,Diamond Bar
No Data,Elementary School (Private),3333 South Diamond Canyon Rd.,N,N,Serena Fan,No Data,No Data,miefan18@gmail.com,No Data,Kingdom Seed Academy,Diamond Bar
No Data,K-12 Schools (Private),Information Redacted,N,N,Christina Huang,No Data,No Data,No Data,No Data,International Cross Academy,Walnut
No Data,Elementary School (Private),Information Redacted,N,N,Deborah Chun,No Data,No Data,deborahchun99@yahoo.com,No Data,The Cross Christian School,Walnut
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,CARREY MONTESSORI,WALNUT
No Data,Kindergartens (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,DIAMOND BAR FRIENDS,WALNUT
No Data,Elementary School (Private),Information Redacted,N,N,Toni Espino,No Data,No Data,montessoriadmin@msn.com,No Data,Discovery World Montessori,Diamond Bar 91789
No Data,Kindergartens (Private),Information Redacted,N,N,Sandee Stuckenberg,No Data,No Data,No Data,No Data,DBC Children's Center,Diamond Bar
No Data,Kindergartens (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,LA PETITE ACADEMY,Walnut
No Data,Elementary School (Private),Information Redacted,N,N,Lisa Raigosa,No Data,No Data,lraigosa@walnutvalley.k12.ca.us,No Data,Walnut Valley Montessori,Walnut
No Data,Elementary School (Private),Information Redacted,N,N,Maria Sanderson,No Data,No Data,No Data,No Data,Children's World Learning Center,Walnut
No Data,Kindergartens (Private),Information Redacted,N,N,Penny McElrea,No Data,No Data,No Data,No Data,Diamond Canyon Christian Preschool,Diamond Bar
No Data,Adult Education Centers,1500 N. Verdugo Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Extended Day,Glendale
No Data,K-12 Schools (Private),Information Redacted,N,N,Danny Won,No Data,No Data,dannywon17@gmail.com,No Data,Justice Way Development Center,Glendale
